Condition,OriginalReadCode,CleansedReadCode,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6021,B602100,"Burkitt's lymphoma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6022,B602200,Burkitt's lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6023,B602300,Burkitt's lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6024,B602400,Burkitt's lymphoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6026,B602600,Burkitt's lymphoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6027,B602700,Burkitt's lymphoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6028,B602800,Burkitt's lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B602-99,B602.99,Burkitt's tumour
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B602,B602.00,Burkitt's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",A79y-1,A79y.11,Epstein-Barr virus
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6020,B602000,Burkitt's lymphoma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6025,B602500,Burkitt's lymphoma of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU431000,,Burkitt's tumor
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475165,,Burkitt lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",A7896,A789600,HIV disease resulting in Burkitt's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU431002,,Burkitt's lymphoma - disorder
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI475313,,Diffuse non-Hodgkin lymphoma undifferentiated (diffuse)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6278,B627800,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMY255028,,Mycotic disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMY404283,,"Mycosis fungoides of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",BBl,BBl..00,[M]Mycosis fungoides
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",BBl0,BBl0.00,[M]Mycosis fungoides
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMY431007,,Mycosis fungoides (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFU255025,,Fungal infectious disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMY404281,,Mycosis fungoides of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AyuE,AyuE.00,[X]Mycoses
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI255024,,Disease caused by fungus
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6215,B621500,Mycosis fungoides of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFU255023,,Fungal infection
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPA396497,,Pagetoid reticulosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMF431008,,MF - Mycosis fungoides
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMY404284,,Mycosis fungoides of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6213,B621300,Mycosis fungoides of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6216,B621600,Mycosis fungoides of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6212,B621200,Mycosis fungoides of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6217,B621700,Mycosis fungoides of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AB,AB...00,Mycoses
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B621,B621.00,Mycosis fungoides
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AB6,AB6..00,Other mycoses
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AB6z,AB6z.00,Other mycosis NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ABy,ABy..00,Other specified mycoses
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6210,B621000,Mycosis fungoides of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AyuEG,AyuEG00,[X]Other forms of chromomycosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AyuES,AyuES00,[X]Unspecified mycosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6214,B621400,Mycosis fungoides of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AyuE0,AyuE000,[X]Other dermatophytoses
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B621z,B621z00,Mycosis fungoides NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ABz,ABz..00,Mycoses NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",BBlz,BBlz.00,[M]Mycosis fungoides NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFU255026,,Fungus infection
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AB-99,AB...99,Mycoses - fungal infections
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6218,B621800,Mycosis fungoides of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6211,B621100,"Mycosis fungoides of the lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6225,B622500,Sezary's disease of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475257,,"S+â-®zary disease of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475271,,S+â-®zary disease of lymph nodes of inguinal region and lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPR600147,,Preretinal membranectomy by delamination
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPR600149,,Preretinal membranectomy by segmentation
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72770,7277000,Peel of epiretinal (fibroglial) membrane
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475269,,S+â-®zary's disease of lymph nodes of inguinal region and lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475277,,S+â-®zary disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦430968,,S+â-®zary disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475267,,S+â-®zary's disease of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475274,,S+â-®zary disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTSE405375,,Sezary syndrome of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦430965,,S+â-®zary's disease (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475255,,"S+â-®zary's disease of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475275,,S+â-®zary's disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475268,,S+â-®zary disease of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦430966,,S+â-®zary's disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475272,,S+â-®zary's disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7273y-99,7273y99,Laser retinal adhesion format
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B622-1,B622.11,Sezary disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475258,,S+â-®zary's disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦405372,,S+â-®zary's disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTEP464972,,Epiretinal membrane stripping
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1249028,,Peel of epiretinal (fibroglial) membrane
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475263,,S+â-®zary disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72730,7273000,Epiretinal dissection
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6222,B622200,Sezary's disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6228,B622800,Sezary's disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B622,B622.00,Sezary's disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6227,B622700,Sezary's disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72771,7277100,Peel of internal limiting membrane
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72772,7277200,Delamination of epiretinal fibrovascular membrane
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72773,7277300,Segmentation of epiretinal fibrovascular membrane
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6220,B622000,Sezary's disease of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B622z,B622z00,Sezary's disease NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY475264,,"Lymphoma intra abdominal, Sezarys"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6224,B622400,Sezary's disease of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6226,B622600,Sezary's disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6221,B622100,"Sezary's disease of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6223,B622300,Sezary's disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPE807405,,Peel of epiretinal fibroglial membrane
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475265,,S+â-®zary's disease of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦405374,,S+â-®zary disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475261,,S+â-®zary's disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTS+âÔÇ¦475260,,S+â-®zary disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62Ew,B62Ew00,Other mature T/NK-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTTZ417264,,T-zone lymphoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPE417269,,Peripheral T-cell lymphoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1190261,,T-cell lymphoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E,B62E.00,T/NK-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuDD,ByuDD00,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLE417268,,Lennert's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY417266,,Lymphoepithelioid lymphoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62x0,B62x000,T-zone lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62x1,B62x100,Lymphoepithelioid lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72734,7273400,Retinal vascular sheathotomy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E0,B62E000,Mature T/NK-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62x2,B62x200,Peripheral T-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62xX,B62xX00,Oth and unspecif peripheral & cutaneous T-cell lymphomas
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72736,7273600,Retinotomy NEC
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E1,B62E100,"Anaplastic large cell lymphoma, ALK-positive"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTAN735152,,Anaplastic lymphoma kinase negative anaplastic large cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E2,B62E200,"Anaplastic large cell lymphoma, ALK-negative"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPR663507,,Primary cutaneous T-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTCT663509,,CTCL - Cutaneous T-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72746-1,7274611,Aspiration of choroidal fluid
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E3,B62E300,Cutaneous T-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62F0,B62F000,Small cell B-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuDE,ByuDE00,[X]Unspecified B-cell non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627W,B627W00,Unspecified B-cell non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62y5,B62y500,Malignant lymphoma NOS of lymph node inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62y4,B62y400,Malignant lymphoma NOS of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA401636,,Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA401634,,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72790,7279000,Retinopexy using cryotherapy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72791,7279100,Retinopexy using diathermy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPR729990,,Primary mediastinal (thymic) large B-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627G,B627G00,Mediastinal (thymic) large B-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuDF,ByuDF00,"[X]Non-Hodgkin's lymphoma, unspecified type"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627-1,B627.11,Non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627,B627.00,Non - Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62Fy,B62Fy00,Other non-follicular lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62y0,B62y000,Malignant lymphoma NOS of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192596,,Malignant lymphoma NOS of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuDF-1,ByuDF11,[X]Non-Hodgkin's lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY430935,,Lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192594,,Malignant lymphoma NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192592,,Malignant lymphoma NOS of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTNO430941,,Non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA430937,,"Malignant lymphoma, non-Hodgkin's type"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTNH430939,,NHL - Non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY430933,,Lymphoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z,B62z.00,Malignant neoplasms of lymphoid and histiocytic tissue NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z4,B62z400,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z5,B62z500,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z6,B62z600,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z2,B62z200,Unspec malig neop lymphoid/histiocytic of intrathoracic node
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z7,B62z700,Unspec malig neop lymphoid/histiocytic of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z0,B62z000,Unspec malig neop lymphoid/histiocytic of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62x,B62x.00,Malignant lymphoma otherwise specified
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62y,B62y.00,Malignant lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192597,,"Malignant lymphoma NOS of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62F-1,B62F.11,Non-follicular lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62yz,B62yz00,Malignant lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuD3,ByuD300,[X]Other specified types of non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z3,B62z300,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z1,B62z100,Unspec malig neop lymphoid/histiocytic lymph node head/neck
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62z8,B62z800,Unspec malig neop lymphoid/histiocytic of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192600,,Malignant lymphoma NOS of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTNO430938,,Non-Hodgkin's lymphoma - disorder
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192598,,Malignant lymphoma NOS of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192595,,Malignant lymphoma NOS of lymph node inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192593,,Malignant lymphoma NOS of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",BBv1,BBv1.00,[M]Angioendotheliomatosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",BBmJ,BBmJ.00,[M] Angioendotheliomatosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTRE475310,,Reticulolymphosarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA475307,,Malignant lymphoma - mixed small and large cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA535605,,Malignant angioendotheliomatosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTIN535604,,Intravascular lymphomatosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA401635,,"Malignant lymphoma of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B601,B601.00,Lymphosarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62y1,B62y100,"Malignant lymphoma NOS of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTRE475308,,"Reticulolymphosarcoma, diffuse"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6010,B601000,Lymphosarcoma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B601z,B601z00,Lymphosarcoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6275,B627500,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTAN535603,,Angioendotheliomatosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA475311,,Malignant lymphoma - mixed lymphocytic-histiocytic
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTEX685333,,"Extranodal natural killer/T-cell lymphoma, nasal type"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTAN685331,,Angiocentric T-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B623z,B623z00,Malignant histiocytosis NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTTN685332,,T/NK-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B623,B623.00,Malignant histiocytosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62x4,B62x400,Malignant reticulosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E4,B62E400,"Extranodal NK/T-cell lymphoma, nasal type"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6230,B623000,Malignant histiocytosis of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA430970,,Malignant histiocytosis (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72z,72z..00,Eye operations NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72,72...00,Eye operations
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTOP637986,,Ophthalmic surgery procedure
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62E5,B62E500,Hepatosplenic T-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",727z,727z.00,Retina and other parts of eye operations NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTEY637978,,Eyeball operations
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",727,727..00,Retina and other parts of eye operations
